ats,companySlug,urlType,title,jobUrl,indiaMentioned,marketingLeadership,snippet
greenhouse,stripe,post,"Product Marketing Manager, Apps and Ecosystem - Stripe",https://job-boards.greenhouse.io/stripe/jobs/7913503,no,yes,"What you'll do. We're looking for an experienced Product Marketing Manager to own the positioning, messaging, and go-to-market strategy for Stripe Apps, ..."
greenhouse,alphasense,post,"Senior Product Marketing Manager, API, Security & Infrastructure",https://job-boards.greenhouse.io/alphasense/jobs/8540789002,no,yes,"We're looking for a seasoned, highly technical Product Marketing Manager to own the technical narrative and content strategy for AlphaSense's complex AI ..."
greenhouse,fivetran,board,Careers at Fivetran,https://job-boards.greenhouse.io/fivetran?error=true,no,no,"Marketing Business Analyst · Product Growth Partner · Senior Product Marketing Manager, EMEA · Business Development Representative, Enterprise - Spanish Speaker."
greenhouse,tide,post,Senior Performance Marketing Manager - Greenhouse,https://job-boards.greenhouse.io/tide/jobs/7669104003,no,yes,"As a Senior Performance Marketing Manager at Tide, you will play a key role in driving the growth of our UK market. Working closely with the Performance ..."
greenhouse,oliverseapac,post,Social & Influencer Marketing Manager - oliver - Greenhouse,https://job-boards.greenhouse.io/oliverseapac/jobs/7904038,no,yes,Social & Influencer Marketing Manager · BA/BS degree or equivalent experience. · 6+ years' experience in social media and influencer marketing (agency or client ...
greenhouse,oliverseapac,post,"Job Application for APAC Consumer Apps, Product Marketing ...",https://job-boards.greenhouse.io/oliverseapac/jobs/7703322,no,no,"About the role: As a Product Marketing Specialist, you'll lead product launch marketing for our Technology client, ensuring go-to-market success. You'll define ..."
greenhouse,alphasense,post,Job Application for Event Marketing Manager at AlphaSense,https://job-boards.greenhouse.io/alphasense/jobs/8501406002,no,yes,"AlphaSense Marketing is a revenue focused marketing team that encompasses demand generation, product marketing, corporate communications, PR / AR, brand, ..."
lever,ajax,post,Ajax Systems - B2B Marketing Manager (India) - Lever,https://jobs.lever.co/ajax/443bc3bc-10ca-4686-8b56-aa45a2b57346/apply,yes,yes,B2B Marketing Manager (India). Bengaluru / Mumbai / Delhi. Marketing ... Product marketing. Do you have experience in Product Marketing?✱. Submit ...
lever,fampay,post,Product Marketing Manager (Engagement & Retention) - Fam,https://jobs.lever.co/fampay/7c0e51fd-0210-4bce-80d7-5276a91c53c4,no,yes,"We're looking for a Product Marketing Manager to build and scale Fam's lifecycle and engagement engine. This is a 1→10 role — you'll own CRM end-to-end, drive ..."
lever,gohighlevel,post,Product Marketing Associate I - HighLevel - Lever,https://jobs.lever.co/gohighlevel/7a0a301c-5941-4934-8549-a1de5161dc33,yes,no,"Location: India, Remote. Schedule: 2PM - 11PM IST ... We're seeking a dynamic Product Marketing Associate passionate about all aspects of product marketing."
lever,tala,post,Product Marketing Manager - Tala - Lever,https://jobs.lever.co/tala/d962ded8-d03e-484b-8b25-18e6d1a9e39d,no,yes,"Product Marketing Manager ... Tala is AI-native credit infrastructure for the global majority, combining proprietary risk intelligence with an expanding network ..."
lever,hevodata,post,Hevo Data - Technical Product Marketing - Lever,https://jobs.lever.co/hevodata/251010a4-5da6-4c8c-afe1-4c6f4ee45be8/apply,yes,no,"Technical Product Marketing. Bangalore, India. Marketing – Marketing /. Full time /. On-site. Submit your application. LinkedIn profile. Loading... Apply with ..."
lever,teikametrics,post,Marketing Operations Manager - Teikametrics - Lever,https://jobs.lever.co/teikametrics/b8692a4b-7c8d-41ee-81fd-78d5a85ae8a7,yes,yes,"Marketing Operations Manager. India / Remote. Finance & Operations ... You'll work closely with product marketing, demand generation, digital, and ..."
lever,binance,post,Marketing Manager - Binance - Lever,https://jobs.lever.co/binance/18406f8a-a537-461f-81a7-954abe4745ea/apply?ref=DecentraJobs&utm_source=DecentraJobs&utm_term=DecentraJobs&source=DecentraJobs,no,yes,Marketing Manager · Submit your application · Links · General Questions · Which language(s) can you speak at a native or professional (business) level?
lever,aeratechnology,post,Aera Technology - Senior Product Marketing Manager - Lever,https://jobs.lever.co/aeratechnology/ab68d401-eef1-4c3f-a48f-eb9ab405cd65/apply,no,yes,"Senior Product Marketing Manager. Mountain View, CA, USA. Marketing – Product Marketing /. Full-time /. Hybrid. Submit your application. LinkedIn profile."
lever,shieldai,post,Shield AI - Senior Field Marketing Manager - Eastern Europe,https://jobs.lever.co/shieldai/4fe88e9b-b46f-4316-92c7-4a4bbd16a4e2,no,yes,"Senior Field Marketing Manager - Eastern Europe. Warsaw ... 8–12 years of experience in field marketing, demand generation, or integrated marketing roles ..."
lever,ajax,post,Ajax Systems - B2B Marketing Manager (India) - Lever,https://jobs.lever.co/ajax/443bc3bc-10ca-4686-8b56-aa45a2b57346,yes,yes,"B2B Marketing Manager (India) · Ajax Systems is an international tech company and the largest manufacturer of security systems in Europe, with over 4.5 million ..."
lever,dealerware,post,Product Marketing Manager - Dealerware - Lever,https://jobs.lever.co/dealerware/5654f30b-7a66-44b1-9cb1-b3e42ca86824/apply,no,yes,Product Marketing Manager · Submit your application · Links · Product Marketing Manager 2026 Questions · Location Question · Sponsorship Question · Referral?
lever,captivateiq,post,"Director, Marketing Operations - CaptivateIQ - Lever",https://jobs.lever.co/captivateiq/72db91f9-0769-46cd-a3d6-d306e7d2d9cb/apply?ref=levels.fyi&src=levels.fyi&utm_source=levels.fyi&lever-origin=applied&lever-source%5B%5D=levels.fyi,no,yes,Director of Marketing OPs. What Tech Stacks are you an expert in? Have you been a player coach before? U.S. Equal Employment Opportunity information ...
lever,fantasy,post,Fantasy - Head of Growth - Lever,https://jobs.lever.co/fantasy/2a639005-221e-4990-9a71-a407db657c9e/apply,yes,yes,Head of Growth. Remote. New Business – Business Development /. Full Time /. Remote. Submit your application. Resume/CV. ATTACH RESUME/CV. Couldn't auto-read ...
lever,aeratechnology,post,Aera Technology - Senior Product Marketing Manager - Lever,https://jobs.lever.co/aeratechnology/ab68d401-eef1-4c3f-a48f-eb9ab405cd65,yes,yes,"We are looking for a seasoned and highly motivated Senior Product Marketing Manager ... (India), and Sydney (Australia). So join us, and let's build this ..."
lever,colibrigroup,post,B2B Marketing Manager - Colibri Group - Lever,https://jobs.lever.co/colibrigroup/48578eb2-6d2e-484b-97a4-aa3c8800be28/apply?lever-origin=applied&lever-source%5B%5D=BuiltInNationwide,yes,yes,B2B Marketing Manager. 1 Remote. Accounting – Marketing /. Full Time /. Remote. Submit your application. Resume/CV ✱. ATTACH RESUME/CV. Couldn't auto-read ...
lever,Mediafly,post,Mediafly - Product Marketing Manager - Lever,https://jobs.lever.co/Mediafly/0131c6f1-d256-4518-9a5b-1f56bee35278/apply,yes,yes,Product Marketing Manager. Remote - Canada / Remote - US. Marketing /. Full-time /. Remote. Submit your application. Which location are you applying for? Select ...
lever,kobie,post,"Kobie Marketing - Manager, Software Engineering - Lever",https://jobs.lever.co/kobie/a41a4ee6-1645-4eb8-8687-f541dea2ffac,no,yes,"Kobie, a 35-year veteran of the loyalty industry, a multi-year Forrester Leader, and USA Top Workplace is expanding its global footprint by establishing a ..."
lever,extremenetworks,post,Senior MarTech Solution and Innovation Manager - Lever,https://jobs.lever.co/extremenetworks/9ab76726-748b-41c3-b0ce-b367e9da5c97,yes,yes,Senior MarTech Solution and Innovation Manager -Sr Marketing Manager. Bangalore. Marketing – Marketing Business Strategy / Marketing Operations /. Fulltime /.
lever,binance,post,Binance - Marketing Manager - Czech Republic & Slovakia,https://jobs.lever.co/binance/6ff9b296-2564-44fd-9c2e-907c3e541a9c/apply,no,yes,Marketing Manager - Czech Republic & Slovakia · Submit your application · Links · General Questions · Source Of Applicants.
lever,altaml,post,Marketing Manager - AltaML - Lever,https://jobs.lever.co/altaml/ed089a9a-6f35-4b9d-839b-70b4b1f687d1/apply,no,yes,Marketing Manager. Edmonton. AltaML – Marketing & Communications /. Full-time /. Hybrid. Submit your application. Resume/CV ✱. ATTACH RESUME/CV. Couldn't auto- ...
lever,dronedeploy,post,DroneDeploy - Senior Demand Generation Manager (USA),https://jobs.lever.co/dronedeploy/8190f579-3e7d-4f0e-9f1e-1c83a45dfb28/apply,yes,yes,"Senior Demand Generation Manager (USA). Remote. Marketing – Demand Generation ... India, Indonesia, Iran, Iraq, Ireland, Isle of Man, Israel, Italy, Ivory Coast ..."
lever,tovala,post,"Tovala - Growth Marketing Manager, Paid Social - Lever",https://jobs.lever.co/tovala/c28d0e9a-5600-40e9-a3bd-e74b39370877/apply,no,yes,"Growth Marketing Manager, Paid Social. Chicago, IL or West Valley, UT. Marketing & Growth /. Full-time /. Hybrid. Submit your application. Resume/CV ✱. ATTACH ..."
lever,drivetrain,post,Drivetrain - Associate - Product Marketing - Lever,https://jobs.lever.co/drivetrain/e1d2e2b2-d9a5-40f6-b3c7-fbc75a715608,no,no,The ideal candidate will collaborate across functions to deliver an effective product marketing strategy to meet the business objectives in the most efficient ...
lever,filevine,post,Filevine - Performance Marketing Manager - Lever,https://jobs.lever.co/filevine/2e9bef9a-0386-4817-808f-7a078154a2e3/apply?lever-origin=applied&lever-source%5B%5D=BuiltInNationwide,yes,yes,"Performance Marketing Manager. Chicago, IL. Marketing – Marketing /. Full-time ... India, Indonesia, Iran, Iraq, Ireland, Isle of Man, Israel, Italy, Ivory Coast ..."
lever,pointclickcare,post,Product Marketing Manager (Advanced Insights/AI) - Lever,https://jobs.lever.co/pointclickcare/93484616-e57d-4520-b390-5c99134ef82e/apply,no,yes,"Product Marketing Manager (Advanced Insights/AI). Mississauga, Ontario. PointClickCare – Marketing /. Full-Time /. Hybrid. Submit your application. LinkedIn ..."
lever,xsolla,post,Global Experiential Marketing Manager - APAC / Japan based,https://jobs.lever.co/xsolla/32fe2d42-d742-48af-8540-9aaa5ad84e2d/apply,no,yes,Global Experiential Marketing Manager - APAC / Japan based. Tokyo. B2B Marketing – Events: APAC /. Full time /. On-site. Submit your application. LinkedIn ...
lever,greenlight,post,Senior Performance Marketing Manager - Lever,https://jobs.lever.co/greenlight/b0617a86-5b6c-4c26-bd02-5063653aa2fc/apply?lever-origin=applied&lever-source%5B%5D=BuiltInNationwide,yes,yes,"Senior Performance Marketing Manager. Atlanta (Remote Friendly). Marketing ... India, Japan, Korea, Malaysia, Pakistan, the Philippine Islands, Thailand ..."
lever,spotify,post,"Product Marketing Manager, Measurement - Spotify - Lever",https://jobs.lever.co/spotify/f3919cc9-83f3-43b5-84ab-7fc55004bce5/apply,yes,yes,"Product Marketing Manager, Measurement. New York, NY / Los Angeles, CA ... India, Indonesia, Iran, Iraq, Ireland, Isle of Man, Israel, Italy, Ivory Coast ..."
lever,economicmodeling,post,Lightcast - Director of Product Marketing - 1022 - Lever,https://jobs.lever.co/economicmodeling/5041e2a8-772c-45e0-b682-ed44b2cc8318,no,yes,"15+ years of product marketing experience, preferably in the B2B SaaS or data analytics sector. · Experience in labor market intelligence, HR tech, workforce ..."
lever,jobgether,post,Inbound Marketing Manager - Jobgether - Lever,https://jobs.lever.co/jobgether/927cbfdb-31cc-4875-8162-fa13b4c7a60a,no,yes,"In this role, you will lead the development of a high-performing inbound marketing engine focused on LinkedIn content, organic demand generation, and ..."
lever,teamsnap,post,TeamSnap - Senior Demand Generation Marketing Manager,https://jobs.lever.co/teamsnap/7e620832-2931-4be9-8ca1-654446a77f1f/apply,yes,yes,Senior Demand Generation Marketing Manager. Remote. Marketing – Marketing /. Full-time /. Remote. Submit your application. LinkedIn profile. Loading... Apply ...
lever,gohighlevel,board,HighLevel - Lever,https://jobs.lever.co/gohighlevel,yes,no,Product Marketing. Apply · Product Marketing Associate I. Remote — Employee IndiaIndia · Apply · Product Marketing Coordinator. Remote — EOR MexicoMexico.
lever,arootah,post,Arootah - Marketing Manager - Client Role - Lever,https://jobs.lever.co/arootah/991a91d0-c7d5-471c-9d43-44924e400106/apply,no,yes,Marketing Manager - Client Role. Midtown Manhattan. Client Partnerships /. Full Time Permanent /. On-site. Submit your application. LinkedIn profile. Loading ...
lever,upguard,post,UpGuard - Senior Product Marketing Manager - Lever,https://jobs.lever.co/upguard/772f6cb6-300b-4715-8488-c542c49ec238/apply,yes,yes,"Senior Product Marketing Manager. Sydney / Melbourne / Hobart / Brisbane ... India, Indonesia, Iran, Iraq, Ireland, Isle of Man, Israel, Italy, Ivory Coast ..."
lever,giddyup,post,Performance Marketing Manager - GiddyUp - Lever,https://jobs.lever.co/giddyup/572695bb-9a19-4af2-abb0-6c2788bf33ec/apply,yes,yes,Performance Marketing Manager. Remote. Performance Marketing – Performance Marketing Strategy /. Full-time /. Remote. Submit your application. Resume/CV ✱.
lever,kobie,post,"Kobie Marketing - Manager, Software Engineering - Lever",https://jobs.lever.co/kobie/a41a4ee6-1645-4eb8-8687-f541dea2ffac/apply,yes,yes,"Salary Expectations - India. What is your annual salary expectation for ... General Questions India. Do you currently live in Bengaluru, India?✱. Select ..."
ashby,chainalysis-careers,post,VP of Marketing @ Chainalysis,https://jobs.ashbyhq.com/chainalysis-careers/729367fe-dffa-4ef4-9c5d-f414d7d1aabb,no,yes,"As Vice President of Marketing you will help the company continue to grow by driving customer acquisition through various marketing channels. Reporting directly to our Chief Revenue Officer, you will be responsible for demand generation, customer ..."
ashby,superpower,post,Head of Marketing / CMO @ Superpower,https://jobs.ashbyhq.com/superpower/68cbef11-549d-4bbb-ab5f-d1192f84f6d4,no,yes,"March 30, 2026 - Head of Marketing"
ashby,chief,post,Marketing Operations (Contract) @ Chief,https://jobs.ashbyhq.com/chief/aa4bc48c-2a25-4875-83fc-8ae91cc56743,no,yes,"ABOUT US: Chief is a private network of the most powerful women executives in business. Our mission is to maximize the leadership impact of our members. Our network represents more than 10,000 companies including 77% of the Fortune 100, and nearly 40% of our members are in the C-Suite."
ashby,delinea,post,"Sr. Marketing Manager, Demand Generation @ Delinea",https://jobs.ashbyhq.com/delinea/12420027-5112-4497-9c4d-f144c521e482,no,yes,"About Delinea: Delinea is a pioneer in securing human and machine identities through intelligent, centralized authorization, empowering organizations to seamlessly govern their interactions across the modern enterprise. Leveraging AI-powered intelligence, Delinea’s leading cloud-native Identity ..."
ashby,go-augment,post,Senior Growth Marketing Manager @ Augment,https://jobs.ashbyhq.com/go-augment/7061dbf5-9d86-4701-990a-8c5b8608d98c,no,yes,You need to enable JavaScript to run this app
ashby,writer,post,Senior product marketing manager @ Writer,https://jobs.ashbyhq.com/writer/84b83e5e-9314-46ce-b6bf-f3d9a46a7967,no,yes,You need to enable JavaScript to run this app
ashby,creatoriq,post,Chief Marketing Officer @ CreatorIQ,https://jobs.ashbyhq.com/creatoriq/7e382825-ce20-4b4a-86c3-2c3ca3a6d697,no,yes,"CreatorIQ is the operating system for creator-led growth trusted by more than 1,300 global brands and agencies. We’re on a mission to make businesses more human, and humans more impactful. We operate by our values — be intentional, pursue excellence every day, embrace the journey together, ..."
ashby,substack,post,"Marketing Manager, Creator Marketing @ Substack",https://jobs.ashbyhq.com/substack/94a77486-48ff-484d-bb01-f197155cd855,no,yes,You need to enable JavaScript to run this app
ashby,pebl,post,Chief Marketing Officer @ Pebl,https://jobs.ashbyhq.com/pebl/99ae1bf0-3d09-40d7-b4a9-cb951ce88a65/application,no,yes,"Purpose in Every Position Pebl puts a world of talent at your fingertips. With our AI-powered Global Work Platform™, companies can hire, pay, and manage employees in 185+ countries—removing risk, red tape, and guesswork from global growth. Backed by more than a decade of compliance leadership ..."
ashby,moraleshr,post,Chief Marketing Officer @ MoralesHR,https://jobs.ashbyhq.com/moraleshr/fc85ab9a-e4ac-468d-ab8e-5bab3fc0f5f7,yes,yes,"February 13, 2025 - Client: Confidential Consumer Company Job Type: FTE Location: Remote US Range: Competitive Compensation As Chief Marketing Officer (CMO), you will lead the company’s global marketing strategy, playing a pivotal role in shaping the marketing vision, leading transformative growth i"
ashby,fathom.video,post,Head of Product Marketing @ Fathom,https://jobs.ashbyhq.com/fathom.video/84f02b43-db34-4aef-a41f-650c574da427,no,yes,"Fathom, the #1 AI Notetaker, is hiring a Head of Product Marketing to shape how we position the product, launch new features, and drive our PLG growth engine."
ashby,ramp,post,Performance Marketing Manager | SEM @ Ramp,https://jobs.ashbyhq.com/ramp/5b617390-2efc-47e4-a32d-2bc7c1c6d260,no,yes,You need to enable JavaScript to run this app
